Time;Voltage;Current;T1;T2;;Current;0
1;4173;1000;26.048243;26.747217;;1000;0
2;4068;-995;26.07638;26.747217;;995;0
3;4061;-994;26.07638;26.719416;;994;0
4;4059;-1013;26.07638;26.719416;;1013;0
5;4059;-1011;26.048243;26.747217;;1011;0
6;4055;-1012;26.048243;26.775019;;1012;0
7;4055;-995;26.020136;26.775019;;995;0
8;4055;-988;26.048243;26.886072;;988;0
9;4055;-1007;26.048243;26.886072;;1007;0
10;4050;-995;26.048243;26.913813;;995;0
11;4050;-1000;26.07638;26.913813;;1000;0
12;4050;-1003;26.07638;26.941523;;1003;0
13;4048;-1011;26.104486;26.941523;;1011;0
14;4048;-998;26.104486;26.996943;;998;0
15;4046;-1004;26.07638;27.024622;;1004;0
16;4046;-992;26.160639;27.07995;;992;0
17;4046;-997;26.104486;27.052271;;997;0
18;4044;-997;26.160639;27.07995;;997;0
19;4041;-1015;26.188684;27.135218;;1015;0
20;4039;-1015;26.160639;27.162867;;1015;0
21;4041;-1000;26.160639;27.162867;;1000;0
22;4039;-995;26.160639;27.190485;;995;0
23;4039;-1001;26.160639;27.190485;;1001;0
24;4037;-998;26.104486;27.218073;;998;0
25;4039;-991;26.104486;27.218073;;991;0
26;4035;-1004;26.132563;27.273218;;1004;0
27;4035;-988;26.104486;27.273218;;988;0
28;4037;-998;26.104486;27.300806;;998;0
29;4032;-1002;26.104486;27.300806;;1002;0
30;4035;-993;26.048243;27.328363;;993;1
31;4032;-1012;26.104486;27.35589;;1012;1
32;4032;-997;26.104486;27.383417;;997;1
33;4032;-996;26.104486;27.410944;;996;1
34;4030;-1002;26.104486;27.43844;;1002;1
35;4030;-1009;26.07638;27.465937;;1009;1
36;4028;-1012;26.048243;27.493433;;1012;1
37;4028;-994;26.07638;27.493433;;994;1
38;4028;-999;26.07638;27.493433;;999;1
39;4026;-992;26.07638;27.520899;;992;1
40;4028;-998;26.104486;27.548365;;998;1
41;4026;-1004;26.07638;27.603235;;1004;1
42;4026;-1007;26.07638;27.603235;;1007;1
43;4023;-994;26.07638;27.630671;;994;1
44;4023;-1001;26.07638;27.630671;;1001;1
45;4023;-996;26.07638;27.68548;;996;1
46;4021;-998;26.07638;27.68548;;998;1
47;4023;-1012;26.048243;27.712885;;1012;1
48;4023;-995;26.07638;27.740259;;995;1
49;4021;-990;26.07638;27.740259;;990;1
50;4021;-1007;26.048243;27.794977;;1007;1
51;4021;-998;26.048243;27.822321;;998;1
52;4021;-991;26.048243;27.822321;;991;1
53;4019;-1008;26.048243;27.849634;;1008;1
54;4019;-1009;26.07638;27.876978;;1009;1
55;4019;-991;26.048243;27.849634;;991;1
56;4019;-998;26.048243;27.876978;;998;1
57;4017;-1011;26.048243;27.931574;;1011;1
58;4017;-1009;26.048243;27.931574;;1009;1
59;4017;-1003;26.048243;27.958887;;1003;1
60;4014;-995;26.048243;27.986139;;995;1
61;4014;-998;26.07638;28.013422;;998;1
62;4014;-1003;26.048243;28.013422;;1003;1
63;4014;-995;26.07638;28.040674;;995;1
64;4012;-995;26.07638;28.067926;;995;1
65;4014;-1004;25.991999;28.067926;;1004;1
66;4014;-989;26.07638;28.095148;;989;1
67;4014;-991;26.07638;28.1224;;991;1
68;4014;-1009;26.020136;28.149591;;1009;1
70;4012;-989;26.048243;28.176813;;989;1
71;4012;-994;26.07638;28.176813;;994;1
72;4010;-992;26.07638;28.204004;;992;1
73;4010;-991;26.104486;28.204004;;991;1
74;4010;-1012;26.07638;28.258356;;1012;1
75;4010;-1013;26.07638;28.258356;;1013;1
76;4010;-997;26.104486;28.285517;;997;1
77;4010;-992;26.104486;28.312647;;992;1
78;4008;-1000;26.104486;28.312647;;1000;1
79;4008;-1008;26.104486;28.339777;;1008;1
80;4008;-1011;26.132563;28.394037;;1011;1
81;4008;-995;26.104486;28.366907;;995;1
82;4008;-1000;26.160639;28.421137;;1000;1
83;4006;-1009;26.132563;28.448206;;1009;1
84;4006;-1010;26.160639;28.448206;;1010;1
85;4006;-1002;26.132563;28.448206;;1002;1
86;4006;-1010;26.132563;28.475306;;1010;1
87;4006;-999;26.132563;28.475306;;999;1
88;4006;-1001;26.160639;28.502375;;1001;1
89;4006;-1008;26.104486;28.529444;;1008;1
90;4003;-1008;26.160639;28.529444;;1008;2
91;4003;-1004;26.188684;28.583521;;1004;2
92;4006;-1011;26.160639;28.610559;;1011;2
93;4003;-990;26.160639;28.610559;;990;2
94;4006;-1004;26.188684;28.610559;;1004;2
95;4003;-991;26.188684;28.637598;;991;2
96;4001;-992;26.21673;28.664576;;992;2
97;4003;-994;26.244776;28.691584;;994;2
98;4001;-998;26.300806;28.691584;;998;2
99;4001;-998;26.328821;28.745569;;998;2
100;4001;-1000;26.328821;28.745569;;1000;2
101;4001;-1000;26.356806;28.799494;;1000;2
102;4001;-999;26.356806;28.799494;;999;2
103;4001;-998;26.356806;28.826441;;998;2
104;3999;-995;26.356806;28.826441;;995;2
105;4001;-999;26.328821;28.853388;;999;2
106;3999;-994;26.356806;28.826441;;994;2
107;3997;-1001;26.356806;28.880274;;1001;2
109;3997;-998;26.328821;28.934107;;998;2
110;3997;-1007;26.356806;28.934107;;1007;2
111;3997;-998;26.328821;28.934107;;998;2
114;3997;-1006;26.300806;29.014765;;1006;2
120;3994;-1004;26.272791;29.122187;;1004;2
121;3994;-998;26.300806;29.122187;;998;2
122;3997;-994;26.300806;29.149012;;994;2
123;3994;-998;26.272791;29.175837;;998;2
124;4001;-1001;26.272791;29.175837;;1001;2
125;4001;-1004;26.272791;29.175837;;1004;2
126;4001;-998;26.244776;29.202631;;998;2
127;4001;-998;26.272791;29.229425;;998;2
128;4003;-1001;26.244776;29.202631;;1001;2
129;4001;-998;26.21673;29.256189;;998;2
130;4003;-1000;26.244776;29.256189;;1000;2
131;4001;-999;26.244776;29.282984;;999;2
132;4001;-1001;26.272791;29.282984;;1001;2
133;4003;-995;26.244776;29.309748;;995;2
134;4001;-1001;26.244776;29.336512;;1001;2
135;4001;-1000;26.244776;29.363245;;1000;2
136;4001;-1001;26.272791;29.336512;;1001;2
137;4001;-997;26.244776;29.363245;;997;2
138;4001;-997;26.272791;29.390009;;997;2
139;4001;-1002;26.272791;29.390009;;1002;2
140;3999;-1003;26.272791;29.443445;;1003;2
141;4001;-1002;26.272791;29.443445;;1002;2
142;4001;-998;26.272791;29.443445;;998;2
143;3999;-1004;26.272791;29.443445;;1004;2
144;3999;-1003;26.300806;29.470148;;1003;2
145;3999;-998;26.328821;29.496851;;998;2
146;3999;-998;26.328821;29.443445;;998;2
147;3999;-1005;26.356806;29.523523;;1005;2
148;3997;-1000;26.356806;29.496851;;1000;2
149;3997;-1004;26.38476;29.550226;;1004;2
150;3997;-1006;26.38476;29.576868;;1006;3
151;3999;-999;26.38476;29.550226;;999;3
152;3999;-1002;26.412714;29.656824;;1002;3
153;3997;-1000;26.440668;29.656824;;1000;3
154;3997;-1000;26.412714;29.683466;;1000;3
155;3997;-1001;26.496515;29.710077;;1001;3
156;3997;-995;26.496515;29.710077;;995;3
157;3997;-1001;26.496515;29.736689;;1001;3
158;3997;-1001;26.552301;29.710077;;1001;3
159;3999;-1001;26.552301;29.7633;;1001;3
160;3997;-997;26.580194;29.736689;;997;3
161;3997;-997;26.580194;29.789881;;997;3
162;3994;-997;26.580194;29.789881;;997;3
163;3997;-1002;26.580194;29.7633;;1002;3
164;3994;-997;26.552301;29.789881;;997;3
165;3994;-998;26.608057;29.816492;;998;3
166;3994;-998;26.63592;29.816492;;998;3
167;3997;-1003;26.63592;29.843042;;1003;3
168;3997;-1001;26.663752;29.869623;;1001;3
169;3994;-998;26.663752;29.896173;;998;3
170;3994;-1004;26.691584;29.896173;;1004;3
171;3994;-1006;26.663752;29.922693;;1006;3
172;3994;-1007;26.663752;29.949244;;1007;3
173;3994;-1000;26.663752;29.949244;;1000;3
174;3992;-995;26.691584;29.975763;;995;3
175;3994;-994;26.691584;30.002314;;994;3
176;3994;-1001;26.719416;30.002314;;1001;3
177;3994;-1002;26.719416;30.028803;;1002;3
178;3992;-1000;26.691584;30.028803;;1000;3
179;3992;-995;26.719416;30.055292;;995;3
180;3994;-995;26.719416;30.055292;;995;3
181;3992;-1001;26.719416;30.081812;;1001;3
182;3992;-995;26.747217;30.108271;;995;3
183;3992;-1001;26.747217;30.108271;;1001;3
184;3990;-996;26.747217;30.081812;;996;3
185;3992;-998;26.775019;30.13476;;998;3
186;3992;-997;26.719416;30.13476;;997;3
187;3992;-997;26.775019;30.161219;;997;3
188;3990;-998;26.775019;30.161219;;998;3
189;3990;-997;26.80282;30.161219;;997;3
190;3990;-1004;26.80282;30.214106;;1004;3
191;3990;-999;26.830561;30.214106;;999;3
192;3988;-1000;26.80282;30.240564;;1000;3
193;3990;-1004;26.80282;30.240564;;1004;3
194;3990;-995;26.775019;30.214106;;995;3
195;3990;-998;26.775019;30.240564;;998;3
196;3990;-1006;26.80282;30.29339;;1006;3
197;3988;-1001;26.80282;30.29339;;1001;3
198;3992;-996;26.775019;30.319818;;996;3
199;3990;-994;26.775019;30.319818;;994;3
200;3990;-995;26.775019;30.319818;;995;3
201;3988;-1000;26.775019;30.319818;;1000;3
202;3988;-1002;26.775019;30.372614;;1002;3
203;3988;-997;26.80282;30.372614;;997;3
204;3990;-1001;26.775019;30.372614;;1001;3
205;3988;-1002;26.830561;30.399012;;1002;3
206;3988;-1002;26.830561;30.399012;;1002;3
207;3988;-998;26.80282;30.451715;;998;3
208;3988;-1001;26.80282;30.425379;;1001;3
209;3988;-1004;26.830561;30.478083;;1004;3
210;3985;-1003;26.830561;30.478083;;1003;4
211;3988;-1004;26.830561;30.478083;;1004;4
212;3988;-1005;26.830561;30.50445;;1005;4
213;3985;-1005;26.830561;30.557093;;1005;4
214;3988;-998;26.830561;30.530787;;998;4
215;3988;-993;26.830561;30.557093;;993;4
216;3985;-1004;26.858332;30.557093;;1004;4
217;3985;-996;26.886072;30.557093;;996;4
218;3988;-999;26.886072;30.609735;;999;4
219;3988;-1004;26.886072;30.636042;;1004;4
220;3985;-1005;26.886072;30.636042;;1005;4
221;3985;-1001;26.886072;30.662348;;1001;4
222;3985;-999;26.858332;30.662348;;999;4
223;3983;-1001;26.913813;30.688623;;1001;4
224;3985;-1001;26.913813;30.688623;;1001;4
225;3985;-1002;26.886072;30.714899;;1002;4
226;3985;-997;26.886072;30.688623;;997;4
227;3985;-1002;26.913813;30.714899;;1002;4
228;3983;-997;26.913813;30.741175;;997;4
229;3985;-1003;26.941523;30.741175;;1003;4
230;3983;-1003;26.941523;30.76745;;1003;4
231;3983;-999;26.941523;30.819941;;999;4
232;3985;-1004;26.969233;30.793695;;1004;4
233;3985;-1004;26.969233;30.76745;;1004;4
234;3983;-999;26.996943;30.846155;;999;4
235;3983;-1004;26.996943;30.846155;;1004;4
236;3983;-1001;27.024622;30.846155;;1001;4
237;3983;-999;26.996943;30.898615;;999;4
238;3985;-998;26.996943;30.8724;;998;4
239;3983;-1000;26.996943;30.898615;;1000;4
240;3981;-994;26.969233;30.898615;;994;4
241;3983;-995;26.969233;30.924829;;995;4
242;3983;-994;26.969233;30.924829;;994;4
243;3981;-995;26.941523;30.951044;;995;4
244;3983;-1001;26.941523;30.951044;;1001;4
245;3983;-996;26.941523;31.003412;;996;4
246;3983;-996;26.969233;31.003412;;996;4
247;3981;-996;26.969233;31.029566;;996;4
248;3979;-1001;26.969233;31.029566;;1001;4
249;3981;-996;26.941523;31.05575;;996;4
250;3979;-997;26.941523;31.05575;;997;4
251;3979;-996;26.969233;31.05575;;996;4
252;3979;-1002;26.941523;31.081903;;1002;4
253;3981;-999;26.913813;31.081903;;999;4
254;3981;-999;26.941523;31.081903;;999;4
255;3979;-992;26.941523;31.081903;;992;4
256;3979;-1004;26.941523;31.134211;;1004;4
257;3979;-1004;26.969233;31.134211;;1004;4
258;3979;-998;26.996943;31.160334;;998;4
259;3979;-999;26.969233;31.160334;;999;4
260;3979;-999;26.969233;31.160334;;999;4
261;3979;-1000;26.941523;31.186457;;1000;4
262;3979;-1005;26.941523;31.21258;;1005;4
263;3976;-994;26.969233;31.21258;;994;4
264;3976;-1000;26.969233;31.238703;;1000;4
265;3979;-994;26.941523;31.21258;;994;4
266;3979;-995;26.941523;31.264826;;995;4
267;3976;-994;26.941523;31.264826;;994;4
268;3976;-995;26.941523;31.264826;;995;4
269;3979;-1001;26.941523;31.238703;;1001;4
270;3979;-996;26.913813;31.290888;;996;5
271;3976;-996;26.913813;31.343073;;996;5
272;3976;-995;26.941523;31.369135;;995;5
273;3976;-999;26.913813;31.343073;;999;5
274;3976;-997;26.886072;31.369135;;997;5
275;3976;-1001;26.886072;31.395197;;1001;5
276;3974;-1002;26.886072;31.395197;;1002;5
277;3974;-997;26.913813;31.421259;;997;5
278;3974;-1003;26.913813;31.395197;;1003;5
279;3974;-1003;26.913813;31.421259;;1003;5
280;3974;-1004;26.886072;31.44729;;1004;5
281;3974;-999;26.886072;31.44729;;999;5
282;3974;-999;26.913813;31.473352;;999;5
283;3974;-1004;26.886072;31.473352;;1004;5
284;3974;-998;26.886072;31.499384;;998;5
285;3974;-993;26.858332;31.499384;;993;5
286;3972;-1004;26.886072;31.499384;;1004;5
287;3974;-1005;26.858332;31.525385;;1005;5
288;3974;-1005;26.830561;31.551416;;1005;5
289;3974;-994;26.858332;31.551416;;994;5
290;3972;-1001;26.830561;31.525385;;1001;5
291;3972;-1001;26.858332;31.525385;;1001;5
292;3976;-1000;26.858332;31.551416;;1000;5
293;3974;-995;26.886072;31.551416;;995;5
294;3974;-995;26.858332;31.603418;;995;5
295;3972;-1001;26.886072;31.603418;;1001;5
296;3972;-996;26.886072;31.603418;;996;5
297;3972;-1001;26.886072;31.629419;;1001;5
298;3972;-996;26.886072;31.65539;;996;5
299;3974;-1003;26.886072;31.65539;;1003;5
300;3972;-1001;26.858332;31.68136;;1001;5
301;3974;-991;26.830561;31.707331;;991;5
302;3972;-1001;26.886072;31.68136;;1001;5
303;3972;-1003;26.886072;31.707331;;1003;5
304;3970;-998;26.886072;31.733301;;998;5
305;3970;-998;26.858332;31.733301;;998;5
306;3972;-997;26.886072;31.759241;;997;5
307;3970;-1003;26.886072;31.733301;;1003;5
308;3970;-998;26.886072;31.759241;;998;5
309;3970;-999;26.886072;31.759241;;999;5
310;3972;-993;26.858332;31.759241;;993;5
311;3967;-999;26.886072;31.785181;;999;5
312;3970;-1004;26.886072;31.811121;;1004;5
313;3970;-998;26.858332;31.785181;;998;5
314;3970;-1000;26.858332;31.837061;;1000;5
315;3967;-1000;26.858332;31.86297;;1000;5
316;3970;-1001;26.830561;31.86297;;1001;5
317;3970;-1000;26.858332;31.88888;;1000;5
318;3967;-1000;26.886072;31.914789;;1000;5
319;3970;-1001;26.886072;31.914789;;1001;5
320;3970;-995;26.886072;31.914789;;995;5
321;3970;-1003;26.858332;31.940699;;1003;5
322;3967;-996;26.858332;31.940699;;996;5
323;3967;-1001;26.886072;31.914789;;1001;5
324;3967;-1003;26.886072;31.992487;;1003;5
325;3967;-1001;26.913813;31.992487;;1001;5
326;3965;-996;26.913813;31.966578;;996;5
327;3965;-1002;26.941523;31.992487;;1002;5
328;3970;-1004;26.941523;31.992487;;1004;5
329;3967;-1003;26.941523;31.992487;;1003;5
330;3967;-1002;26.941523;32.044212;;1002;6
331;3967;-1002;26.941523;32.044212;;1002;6
332;3967;-1001;26.941523;32.018333;;1001;6
333;3965;-998;26.941523;32.095909;;998;6
334;3965;-1006;26.969233;32.070061;;1006;6
335;3970;-1002;26.969233;32.070061;;1002;6
336;3965;-999;26.969233;32.095909;;999;6
337;3965;-1004;26.969233;32.121758;;1004;6
338;3967;-1004;26.969233;32.121758;;1004;6
339;3967;-1004;26.941523;32.095909;;1004;6
340;3965;-1004;26.941523;32.095909;;1004;6
341;3965;-1004;26.969233;32.121758;;1004;6
342;3965;-1001;26.969233;32.173424;;1001;6
343;3965;-1004;26.969233;32.173424;;1004;6
344;3965;-1005;26.969233;32.173424;;1005;6
345;3965;-1006;26.969233;32.22506;;1006;6
346;3963;-1000;26.941523;32.22506;;1000;6
347;3963;-1000;26.969233;32.250877;;1000;6
348;3965;-1000;26.969233;32.276695;;1000;6
349;3965;-1001;26.996943;32.276695;;1001;6
350;3965;-1001;26.996943;32.276695;;1001;6
351;3965;-1003;26.969233;32.302483;;1003;6
352;3963;-1002;26.996943;32.302483;;1002;6
353;3963;-1000;26.996943;32.302483;;1000;6
354;3961;-1004;26.996943;32.32827;;1004;6
355;3961;-997;26.996943;32.32827;;997;6
356;3963;-997;26.996943;32.32827;;997;6
357;3961;-997;26.969233;32.354057;;997;6
358;3963;-1001;26.996943;32.379814;;1001;6
359;3963;-998;26.996943;32.379814;;998;6
360;3961;-998;26.996943;32.379814;;998;6
361;3961;-999;26.969233;32.379814;;999;6
362;3963;-999;26.996943;32.405602;;999;6
363;3961;-998;26.996943;32.405602;;998;6
364;3961;-1000;26.969233;32.431358;;1000;6
365;3963;-1004;27.052271;32.457085;;1004;6
366;3961;-1006;27.024622;32.405602;;1006;6
367;3963;-1001;27.052271;32.482841;;1001;6
368;3961;-998;27.024622;32.482841;;998;6
369;3961;-994;27.052271;32.482841;;994;6
370;3963;-999;27.052271;32.482841;;999;6
371;3959;-1001;27.052271;32.508568;;1001;6
372;3961;-997;27.024622;32.534325;;997;6
373;3963;-1000;27.052271;32.508568;;1000;6
374;3961;-996;27.07995;32.56002;;996;6
375;3961;-996;27.07995;32.56002;;996;6
376;3961;-1001;27.052271;32.56002;;1001;6
377;3961;-997;27.07995;32.585716;;997;6
378;3961;-996;27.107599;32.585716;;996;6
379;3959;-997;27.107599;32.611443;;997;6
380;3959;-996;27.07995;32.611443;;996;6
381;3959;-1003;27.107599;32.611443;;1003;6
382;3959;-1003;27.107599;32.637138;;1003;6
383;3959;-1002;27.107599;32.637138;;1002;6
384;3959;-998;27.07995;32.637138;;998;6
385;3959;-1001;27.07995;32.662834;;1001;6
386;3959;-998;27.107599;32.662834;;998;6
387;3959;-1003;27.107599;32.68853;;1003;6
388;3959;-999;27.107599;32.68853;;999;6
389;3959;-998;27.07995;32.714226;;998;6
390;3959;-1005;27.107599;32.662834;;1005;7
391;3959;-999;27.135218;32.714226;;999;7
392;3956;-1003;27.162867;32.714226;;1003;7
393;3956;-1004;27.135218;32.739861;;1004;7
394;3956;-999;27.135218;32.765526;;999;7
395;3956;-1004;27.162867;32.791222;;1004;7
396;3956;-1004;27.162867;32.791222;;1004;7
397;3956;-999;27.162867;32.791222;;999;7
398;3959;-1004;27.162867;32.791222;;1004;7
399;3956;-1004;27.162867;32.816856;;1004;7
400;3956;-1000;27.162867;32.816856;;1000;7
401;3956;-1001;27.162867;32.816856;;1001;7
402;3956;-1001;27.162867;32.816856;;1001;7
403;3956;-1001;27.190485;32.842491;;1001;7
404;3956;-1000;27.190485;32.868126;;1000;7
405;3956;-1001;27.190485;32.868126;;1001;7
406;3954;-1001;27.190485;32.893761;;1001;7
407;3956;-1001;27.190485;32.919395;;1001;7
408;3956;-1001;27.190485;32.919395;;1001;7
409;3954;-996;27.218073;32.919395;;996;7
410;3956;-1001;27.190485;32.945;;1001;7
411;3954;-997;27.218073;32.945;;997;7
412;3954;-997;27.218073;32.945;;997;7
413;3954;-1001;27.218073;32.970634;;1001;7
414;3954;-1003;27.218073;32.996208;;1003;7
415;3956;-998;27.218073;32.996208;;998;7
416;3954;-997;27.190485;32.996208;;997;7
417;3954;-1002;27.218073;33.021812;;1002;7
418;3952;-1001;27.218073;33.021812;;1001;7
419;3952;-998;27.190485;33.021812;;998;7
420;3954;-998;27.190485;33.021812;;998;7
421;3954;-1004;27.218073;33.07299;;1004;7
422;3954;-998;27.218073;33.07299;;998;7
423;3952;-999;27.218073;33.07299;;999;7
424;3952;-998;27.218073;33.098564;;998;7
425;3954;-1004;27.218073;33.098564;;1004;7
426;3954;-1000;27.245661;33.124138;;1000;7
427;3952;-992;27.190485;33.124138;;992;7
428;3954;-1004;27.218073;33.124138;;1004;7
429;3954;-999;27.245661;33.175255;;999;7
430;3952;-999;27.273218;33.175255;;999;7
431;3952;-999;27.273218;33.175255;;999;7
432;3952;-998;27.273218;33.149681;;998;7
433;3952;-994;27.273218;33.175255;;994;7
434;3950;-1000;27.300806;33.200798;;1000;7
435;3952;-994;27.300806;33.200798;;994;7
436;3950;-1000;27.300806;33.200798;;1000;7
437;3952;-994;27.300806;33.226341;;994;7
438;3950;-994;27.300806;33.226341;;994;7
439;3952;-1000;27.300806;33.277428;;1000;7
440;3950;-1006;27.300806;33.277428;;1006;7
441;3952;-1001;27.300806;33.277428;;1001;7
442;3950;-1001;27.300806;33.277428;;1001;7
443;3950;-1003;27.300806;33.30294;;1003;7
444;3950;-1001;27.328363;33.30294;;1001;7
445;3950;-996;27.300806;33.30294;;996;7
446;3950;-1001;27.300806;33.277428;;1001;7
447;3950;-997;27.300806;33.328453;;997;7
448;3950;-995;27.328363;33.328453;;995;7
449;3952;-996;27.328363;33.328453;;996;7
450;3950;-996;27.328363;33.353966;;996;8
451;3950;-998;27.300806;33.379448;;998;8
452;3947;-998;27.328363;33.379448;;998;8
453;3950;-1002;27.328363;33.404961;;1002;8
454;3950;-996;27.35589;33.404961;;996;8
455;3947;-997;27.35589;33.404961;;997;8
456;3947;-997;27.328363;33.404961;;997;8
457;3947;-998;27.300806;33.430443;;998;8
458;3947;-998;27.35589;33.430443;;998;8
459;3947;-1004;27.35589;33.430443;;1004;8
460;3947;-998;27.35589;33.430443;;998;8
461;3947;-998;27.35589;33.481407;;998;8
462;3947;-998;27.35589;33.455925;;998;8
463;3947;-1003;27.35589;33.481407;;1003;8
464;3947;-998;27.328363;33.481407;;998;8
465;3947;-998;27.35589;33.455925;;998;8
466;3947;-998;27.328363;33.455925;;998;8
467;3945;-999;27.35589;33.506889;;999;8
468;3947;-993;27.35589;33.455925;;993;8
469;3947;-999;27.35589;33.506889;;999;8
470;3947;-1000;27.35589;33.481407;;1000;8
471;3945;-1006;27.328363;33.506889;;1006;8
472;3947;-999;27.35589;33.532341;;999;8
473;3945;-1000;27.35589;33.532341;;1000;8
474;3947;-1005;27.35589;33.532341;;1005;8
475;3947;-995;27.35589;33.557823;;995;8
476;3945;-1001;27.383417;33.583275;;1001;8
477;3945;-1000;27.383417;33.583275;;1000;8
478;3945;-995;27.383417;33.608696;;995;8
479;3945;-1003;27.35589;33.634148;;1003;8
480;3945;-1001;27.383417;33.634148;;1001;8
481;3945;-995;27.383417;33.659599;;995;8
482;3945;-1001;27.410944;33.659599;;1001;8
483;3945;-995;27.410944;33.68502;;995;8
484;3945;-1002;27.410944;33.634148;;1002;8
485;3945;-1001;27.410944;33.68502;;1001;8
486;3943;-997;27.383417;33.68502;;997;8
487;3945;-1001;27.410944;33.710411;;1001;8
488;3943;-997;27.410944;33.710411;;997;8
489;3943;-1003;27.43844;33.735832;;1003;8
490;3943;-1004;27.43844;33.710411;;1004;8
491;3943;-1002;27.43844;33.735832;;1002;8
492;3943;-1003;27.43844;33.735832;;1003;8
493;3943;-1004;27.465937;33.786644;;1004;8
494;3943;-998;27.465937;33.761253;;998;8
495;3943;-998;27.43844;33.812065;;998;8
496;3943;-1001;27.465937;33.786644;;1001;8
497;3943;-999;27.465937;33.812065;;999;8
498;3943;-1004;27.465937;33.812065;;1004;8
499;3943;-997;27.465937;33.812065;;997;8
500;3943;-1003;27.493433;33.837425;;1003;8
501;3943;-998;27.493433;33.837425;;998;8
502;3941;-998;27.465937;33.837425;;998;8
503;3941;-998;27.465937;33.862816;;998;8
504;3943;-1004;27.493433;33.888206;;1004;8
505;3943;-992;27.493433;33.862816;;992;8
506;3943;-999;27.520899;33.888206;;999;8
507;3941;-1000;27.520899;33.888206;;1000;8
508;3941;-999;27.520899;33.888206;;999;8
509;3941;-1001;27.493433;33.938927;;1001;8
510;3941;-1005;27.520899;33.913567;;1005;9
511;3941;-994;27.520899;33.938927;;994;9
512;3941;-1000;27.520899;33.938927;;1000;9
513;3938;-1004;27.520899;33.938927;;1004;9
514;3941;-999;27.520899;33.938927;;999;9
515;3938;-994;27.548365;33.989647;;994;9
516;3938;-1001;27.520899;33.989647;;1001;9
517;3938;-1001;27.548365;34.014977;;1001;9
518;3941;-1000;27.548365;34.014977;;1000;9
519;3941;-1002;27.5758;34.040306;;1002;9
520;3941;-995;27.548365;34.040306;;995;9
521;3938;-995;27.520899;34.040306;;995;9
522;3938;-1001;27.548365;34.040306;;1001;9
523;3938;-1000;27.5758;34.040306;;1000;9
524;3938;-994;27.548365;34.040306;;994;9
525;3938;-995;27.5758;34.040306;;995;9
526;3938;-996;27.5758;34.065666;;996;9
527;3936;-995;27.548365;34.065666;;995;9
528;3938;-995;27.548365;34.065666;;995;9
529;3938;-1001;27.520899;34.090996;;1001;9
530;3938;-997;27.5758;34.090996;;997;9
531;3938;-996;27.5758;34.090996;;996;9
532;3938;-1002;27.603235;34.116325;;1002;9
533;3936;-996;27.603235;34.141624;;996;9
534;3938;-1003;27.548365;34.090996;;1003;9
535;3938;-997;27.603235;34.141624;;997;9
536;3938;-998;27.630671;34.141624;;998;9
537;3934;-1003;27.658075;34.116325;;1003;9
538;3936;-1004;27.630671;34.141624;;1004;9
539;3934;-1003;27.630671;34.141624;;1003;9
540;3934;-1004;27.603235;34.192223;;1004;9
541;3934;-1004;27.630671;34.217522;;1004;9
542;3934;-998;27.658075;34.242821;;998;9
543;3934;-1004;27.658075;34.242821;;1004;9
544;3932;-999;27.68548;34.217522;;999;9
545;3934;-1004;27.658075;34.242821;;1004;9
546;3934;-998;27.68548;34.26812;;998;9
547;3936;-1004;27.712885;34.26812;;1004;9
548;3934;-999;27.68548;34.26812;;999;9
549;3934;-1000;27.68548;34.26812;;1000;9
550;3934;-996;27.712885;34.293388;;996;9
551;3934;-1006;27.68548;34.293388;;1006;9
552;3932;-1004;27.712885;34.318687;;1004;9
553;3932;-1004;27.712885;34.318687;;1004;9
554;3934;-995;27.712885;34.343956;;995;9
555;3934;-1005;27.740259;34.343956;;1005;9
556;3934;-1000;27.740259;34.343956;;1000;9
557;3932;-1006;27.712885;34.343956;;1006;9
558;3932;-1000;27.740259;34.343956;;1000;9
559;3932;-1000;27.740259;34.369194;;1000;9
560;3934;-995;27.740259;34.369194;;995;9
561;3934;-998;27.740259;34.394463;;998;9
562;3932;-1006;27.740259;34.369194;;1006;9
563;3932;-1002;27.740259;34.394463;;1002;9
564;3934;-1001;27.767603;34.419731;;1001;9
565;3934;-1000;27.767603;34.419731;;1000;9
566;3934;-1001;27.740259;34.444969;;1001;9
567;3932;-998;27.767603;34.444969;;998;9
568;3932;-995;27.767603;34.444969;;995;9
569;3932;-1000;27.767603;34.470177;;1000;9
570;3932;-1001;27.767603;34.470177;;1001;10
571;3929;-1001;27.767603;34.470177;;1001;10
572;3929;-1001;27.767603;34.470177;;1001;10
573;3929;-1005;27.794977;34.495415;;1005;10
574;3929;-1003;27.794977;34.520653;;1003;10
575;3929;-1004;27.822321;34.545891;;1004;10
576;3932;-1003;27.822321;34.571098;;1003;10
577;3932;-999;27.822321;34.545891;;999;10
578;3929;-1003;27.822321;34.545891;;1003;10
579;3929;-1003;27.822321;34.545891;;1003;10
580;3929;-998;27.794977;34.545891;;998;10
581;3929;-1004;27.822321;34.545891;;1004;10
582;3932;-998;27.822321;34.520653;;998;10
583;3929;-999;27.794977;34.571098;;999;10
584;3929;-999;27.767603;34.545891;;999;10
585;3927;-999;27.822321;34.596306;;999;10
586;3929;-1000;27.822321;34.621513;;1000;10
587;3929;-998;27.794977;34.621513;;998;10
588;3927;-1000;27.794977;34.571098;;1000;10
589;3929;-1005;27.767603;34.646721;;1005;10
590;3929;-999;27.794977;34.621513;;999;10
