Time;Voltage;Current;T1;T2
2031;3798;1001;28.718561;33.047417
2032;3798;995;28.691584;33.021812
2033;3798;1004;28.637598;32.996208
2034;3798;995;28.718561;32.996208
2035;3798;1002;28.745569;33.021812
2036;3798;1002;28.718561;33.021812
2037;3798;997;28.718561;33.047417
2038;3798;1003;28.718561;33.021812
2039;3798;996;28.745569;33.021812
2040;3798;1004;28.745569;33.047417
2041;3800;995;28.718561;33.021812
2042;3798;995;28.691584;33.021812
2043;3800;994;28.718561;33.021812
2044;3798;1002;28.718561;33.021812
2045;3798;1002;28.691584;33.021812
2046;3800;996;28.691584;32.996208
2047;3798;994;28.718561;33.021812
2048;3800;995;28.691584;33.021812
2049;3798;1003;28.691584;32.996208
2050;3798;1001;28.718561;33.021812
2051;3798;1002;28.691584;33.021812
2052;3798;995;28.691584;32.996208
2053;3800;995;28.718561;33.021812
2054;3800;994;28.691584;33.021812
2055;3800;1004;28.691584;32.996208
2056;3798;1003;28.691584;33.047417
2057;3798;1001;28.691584;33.021812
2058;3800;1001;28.691584;33.021812
2059;3800;995;28.691584;33.047417
2060;3800;996;28.691584;33.021812
2061;3800;994;28.691584;33.021812
2062;3800;995;28.637598;33.021812
2063;3800;996;28.691584;33.047417
2064;3800;1001;28.691584;33.047417
2065;3800;1002;28.664576;33.047417
2066;3800;1002;28.691584;33.047417
2067;3800;1003;28.691584;33.047417
2068;3800;996;28.691584;33.021812
2069;3800;995;28.691584;33.021812
2070;3800;994;28.691584;33.021812
2071;3802;995;28.664576;33.021812
2072;3800;995;28.691584;33.021812
2073;3800;1002;28.691584;33.021812
2074;3800;1002;28.691584;33.021812
2075;3800;1002;28.664576;33.047417
2076;3800;1002;28.691584;33.021812
2077;3800;996;28.691584;33.021812
2078;3802;995;28.664576;32.996208
2079;3802;995;28.691584;33.021812
2080;3802;1003;28.664576;32.996208
2081;3802;1002;28.718561;33.021812
2082;3802;996;28.718561;32.996208
2083;3805;995;28.718561;33.021812
2084;3802;996;28.691584;33.021812
2085;3802;996;28.691584;32.996208
2086;3800;1002;28.718561;32.996208
2087;3802;1002;28.718561;32.996208
2088;3800;1003;28.718561;32.996208
2089;3802;1003;28.745569;32.996208
2090;3802;996;28.718561;32.996208
2091;3802;995;28.745569;32.996208
2092;3802;996;28.718561;33.021812
2093;3802;996;28.718561;32.996208
2094;3802;1002;28.745569;32.996208
2095;3802;1002;28.799494;33.021812
2096;3802;1002;28.772547;32.996208
2097;3802;1003;28.799494;32.970634
2098;3802;1002;28.799494;33.021812
2099;3802;995;28.799494;32.970634
2100;3802;996;28.799494;32.996208
2101;3805;995;28.799494;33.021812
2102;3802;996;28.772547;33.021812
2103;3805;1002;28.799494;33.021812
2104;3802;1002;28.772547;33.021812
2105;3802;1002;28.799494;32.996208
2106;3802;1002;28.745569;33.021812
2107;3802;996;28.745569;32.996208
2108;3802;995;28.772547;33.021812
2109;3805;995;28.799494;32.996208
2110;3802;1002;28.799494;33.021812
2111;3802;1002;28.799494;32.970634
2112;3805;1001;28.799494;32.996208
2113;3802;1001;28.799494;33.021812
2114;3802;994;28.772547;32.996208
2115;3805;998;28.772547;32.996208
2116;3802;1003;28.799494;32.996208
2117;3802;1002;28.799494;33.021812
2118;3802;1002;28.799494;33.021812
2119;3802;1002;28.799494;33.021812
2120;3802;995;28.772547;33.021812
2121;3805;995;28.772547;32.996208
2122;3802;1001;28.745569;33.021812
2123;3805;995;28.772547;33.021812
2124;3805;996;28.799494;33.021812
2125;3805;994;28.799494;32.996208
2126;3805;1002;28.799494;32.996208
2127;3805;1001;28.799494;32.996208
2128;3805;1003;28.826441;32.996208
2129;3805;1002;28.799494;33.021812
2130;3805;995;28.799494;32.996208
2131;3805;995;28.799494;33.021812
2132;3805;996;28.772547;33.021812
2133;3807;994;28.799494;33.021812
2134;3805;996;28.799494;32.996208
2135;3805;1002;28.799494;33.021812
2136;3805;996;28.799494;32.996208
2137;3805;1002;28.826441;33.021812
2138;3805;995;28.799494;32.996208
2139;3805;995;28.799494;33.021812
2140;3807;995;28.799494;32.996208
2141;3805;995;28.799494;33.021812
2142;3805;996;28.799494;32.970634
2143;3805;1002;28.826441;32.996208
2144;3807;1002;28.799494;32.996208
2145;3807;994;28.799494;32.945
2146;3807;995;28.826441;32.996208
2147;3807;995;28.826441;32.996208
2148;3805;1002;28.826441;33.021812
2149;3805;1002;28.880274;32.996208
2150;3805;1003;28.853388;33.021812
2151;3807;1002;28.853388;32.996208
2152;3807;995;28.826441;32.945
2153;3807;1003;28.826441;32.996208
2154;3805;1002;28.853388;32.996208
2155;3805;1003;28.826441;33.021812
2156;3805;996;28.853388;32.996208
2157;3805;996;28.799494;32.996208
2158;3807;1002;28.826441;33.021812
2159;3807;1002;28.826441;32.996208
2160;3809;995;28.826441;32.996208
2161;3807;996;28.799494;32.996208
2162;3807;996;28.799494;32.996208
2163;3807;1004;28.853388;32.996208
2164;3807;1002;28.853388;32.945
2165;3807;1002;28.853388;32.996208
2166;3807;996;28.826441;32.996208
2167;3807;995;28.826441;32.996208
2168;3807;996;28.826441;32.996208
2169;3807;1002;28.853388;32.996208
2170;3807;1002;28.853388;32.996208
2171;3807;1002;28.853388;32.970634
2172;3807;1002;28.880274;32.996208
2173;3807;996;28.853388;32.970634
2174;3809;995;28.853388;32.970634
2175;3807;1002;28.853388;32.945
2176;3807;1001;28.880274;32.945
2177;3807;1002;28.880274;32.970634
2178;3807;1002;28.880274;32.970634
2179;3807;1002;28.853388;32.996208
2180;3807;996;28.853388;32.996208
2181;3807;996;28.853388;32.996208
2182;3807;1003;28.880274;32.996208
2183;3809;1002;28.880274;32.996208
2184;3807;996;28.826441;32.996208
2185;3809;996;28.853388;32.996208
2186;3807;995;28.853388;32.996208
2187;3809;996;28.826441;32.996208
2188;3807;1002;28.853388;33.021812
2189;3807;1002;28.880274;32.996208
2190;3809;995;28.853388;33.021812
2191;3807;996;28.853388;33.021812
2192;3807;996;28.853388;32.996208
2193;3809;1002;28.853388;32.996208
2194;3807;1002;28.853388;33.047417
2195;3809;1002;28.853388;33.021812
2196;3809;995;28.853388;33.021812
2197;3811;996;28.853388;32.996208
2198;3809;1003;28.880274;33.047417
2199;3809;1001;28.880274;33.021812
2200;3807;1002;28.880274;33.021812
2201;3809;996;28.853388;33.047417
2202;3809;996;28.880274;33.021812
2203;3809;1002;28.880274;33.047417
2204;3809;1003;28.853388;32.996208
2205;3811;1002;28.853388;33.021812
2206;3809;995;28.853388;32.996208
2207;3809;1002;28.853388;32.996208
2208;3811;1003;28.853388;32.996208
2209;3811;1002;28.826441;32.996208
2210;3811;995;28.826441;32.919395
2211;3809;996;28.826441;32.970634
2212;3809;1002;28.826441;33.021812
2213;3809;1004;28.853388;33.021812
2214;3809;996;28.853388;33.021812
2215;3809;995;28.853388;33.021812
2216;3809;1002;28.853388;32.996208
2217;3811;1002;28.853388;33.021812
2218;3809;1002;28.853388;33.021812
2219;3811;995;28.853388;32.996208
2220;3811;1002;28.853388;33.021812
2221;3809;1003;28.853388;33.021812
2222;3811;1002;28.826441;33.021812
2223;3811;996;28.826441;32.996208
2224;3811;997;28.826441;32.996208
2225;3811;1002;28.826441;32.996208
2226;3811;1004;28.853388;32.996208
2227;3809;1002;28.826441;32.996208
2228;3811;1002;28.826441;32.996208
2229;3811;996;28.826441;32.996208
2230;3811;997;28.826441;32.996208
2231;3811;994;28.826441;32.996208
2232;3811;1002;28.853388;32.996208
2233;3811;1002;28.826441;32.970634
2234;3811;995;28.826441;32.945
2235;3811;995;28.826441;32.996208
2236;3811;1002;28.853388;32.996208
2237;3811;1002;28.853388;32.996208
2238;3809;995;28.853388;32.996208
2239;3811;995;28.826441;32.996208
2240;3811;995;28.826441;32.996208
2241;3811;1002;28.826441;32.996208
2242;3811;1003;28.853388;33.021812
2243;3811;1002;28.853388;32.996208
2244;3811;996;28.826441;32.996208
2245;3813;996;28.826441;32.996208
2246;3811;1002;28.853388;32.996208
2247;3811;1002;28.880274;32.996208
2248;3811;1002;28.880274;33.021812
2249;3813;996;28.880274;32.996208
2250;3811;995;28.880274;32.970634
2251;3811;1004;28.880274;32.970634
2252;3811;1003;28.880274;32.996208
2253;3813;1002;28.853388;32.996208
2254;3811;995;28.826441;32.945
2255;3811;996;28.880274;32.945
2256;3813;996;28.853388;32.945
2257;3811;1002;28.880274;32.970634
2258;3811;1002;28.853388;32.996208
2259;3816;1002;28.853388;32.996208
2260;3811;1001;28.907221;32.996208
2261;3813;999;28.907221;32.970634
2262;3813;1000;28.907221;32.996208
2263;3813;1006;28.907221;32.945
2264;3813;1002;28.907221;32.945
2265;3811;1001;28.907221;32.996208
2266;3813;999;28.907221;32.970634
2267;3813;1001;28.880274;32.945
2268;3813;1007;28.907221;32.970634
2269;3813;1006;28.907221;32.996208
2270;3813;1009;28.907221;32.945
2271;3816;1007;28.907221;32.919395
2272;3813;1000;28.880274;32.970634
2273;3811;995;28.907221;32.945
2274;3816;1000;28.880274;32.919395
2275;3813;999;28.853388;32.919395
2276;3813;993;28.853388;32.919395
2277;3813;1000;28.826441;32.919395
2278;3816;993;28.826441;32.919395
2279;3813;1007;28.880274;32.919395
2280;3813;994;28.880274;32.970634
2281;3813;1000;28.880274;32.996208
2282;3813;1000;28.907221;32.970634
2283;3816;1001;28.907221;32.996208
2284;3816;1000;28.907221;32.945
2285;3816;1002;28.907221;32.945
2286;3813;1001;28.934107;32.945
2287;3813;994;28.934107;32.945
2288;3816;1002;28.934107;32.945
2289;3816;1000;28.880274;32.945
2290;3816;1000;28.907221;32.945
2291;3813;993;28.907221;32.945
2292;3816;1000;28.934107;32.945
2293;3816;999;28.880274;32.970634
2294;3816;1002;28.934107;32.970634
2295;3816;1001;28.907221;32.945
2296;3816;993;28.961023;32.945
2297;3816;1002;28.987909;32.945
2298;3816;1001;28.987909;32.919395
2299;3816;1002;28.961023;32.945
2300;3813;1000;28.987909;32.970634
2301;3816;994;28.961023;32.996208
2302;3816;1002;28.961023;32.996208
2303;3816;994;28.961023;32.970634
2304;3816;995;28.961023;32.970634
2305;3816;993;28.987909;33.021812
2306;3816;993;28.987909;32.996208
2307;3818;1001;28.987909;33.021812
2308;3816;994;28.934107;32.996208
2309;3818;1006;28.961023;32.996208
2310;3816;1001;28.987909;32.945
2311;3816;1000;28.987909;32.996208
2312;3816;1000;28.961023;32.996208
2313;3818;993;28.961023;32.996208
2314;3816;993;28.934107;32.996208
2315;3820;1001;28.961023;32.996208
2316;3816;994;28.934107;32.970634
2317;3818;993;28.961023;32.945
2318;3818;999;28.934107;32.945
2319;3816;993;28.961023;32.945
2320;3816;1001;28.961023;32.945
2321;3816;1000;28.961023;32.945
2322;3816;1000;28.961023;32.945
2323;3818;994;28.961023;32.970634
2324;3818;993;28.961023;32.970634
2325;3816;1000;28.987909;32.996208
2326;3818;995;28.961023;32.996208
2327;3816;1002;28.961023;32.996208
2328;3818;994;29.014765;33.021812
2329;3816;1001;29.014765;33.021812
2330;3816;993;29.014765;32.996208
2331;3818;994;29.014765;32.996208
2332;3818;1002;29.014765;32.996208
2333;3818;993;29.014765;32.996208
2334;3818;1000;29.014765;32.996208
2335;3820;1001;29.014765;33.021812
2336;3818;1002;29.014765;32.945
2337;3818;994;29.041651;32.919395
2338;3820;993;28.987909;32.919395
2339;3820;1002;28.987909;32.919395
2340;3818;994;29.014765;32.919395
2341;3818;994;28.987909;32.945
2342;3818;1002;29.014765;32.970634
2343;3818;995;29.014765;32.945
2344;3818;1001;28.987909;32.970634
2345;3818;994;29.014765;32.970634
2346;3818;994;28.987909;32.945
2347;3818;1000;28.987909;32.970634
2348;3820;1002;29.014765;32.970634
2349;3820;994;29.014765;32.945
2350;3820;1001;28.987909;32.996208
2351;3820;994;28.934107;32.945
2352;3818;1001;28.987909;32.970634
2353;3822;1001;28.907221;32.945
2354;3820;1001;28.907221;32.970634
2355;3820;1001;28.934107;32.945
2356;3820;994;28.934107;32.919395
2357;3820;1002;28.934107;32.945
2358;3820;994;28.934107;32.919395
2359;3822;994;28.907221;32.919395
2360;3820;995;28.934107;32.919395
2361;3822;994;28.961023;32.945
2362;3820;994;28.907221;32.919395
2363;3822;1002;28.934107;32.945
2364;3820;994;28.907221;32.945
2365;3820;1002;28.934107;32.945
2366;3820;1002;28.880274;32.970634
2367;3820;1000;28.934107;32.970634
2368;3820;1001;28.907221;32.970634
2369;3820;995;28.907221;32.945
2370;3822;1002;28.880274;32.945
2371;3822;1001;28.934107;32.945
2372;3820;1002;28.907221;32.945
2373;3822;993;28.907221;32.945
2374;3820;994;28.907221;32.945
2375;3820;1002;28.907221;32.945
2376;3820;995;28.907221;32.919395
2377;3822;1001;28.907221;32.919395
2378;3820;996;28.934107;32.919395
2379;3822;994;28.934107;32.945
2380;3822;996;28.934107;32.893761
2381;3822;994;28.934107;32.945
2382;3822;996;28.934107;32.919395
2383;3820;993;28.961023;32.919395
2384;3822;1001;28.961023;32.945
2385;3822;1002;28.934107;32.970634
2386;3822;994;28.934107;32.996208
2387;3822;1002;28.880274;32.970634
2388;3822;993;28.934107;32.945
2389;3825;1002;28.934107;32.970634
2390;3822;995;28.934107;32.996208
2391;3822;1003;28.934107;32.970634
2392;3822;1000;28.961023;32.945
2393;3822;1002;28.987909;32.945
2394;3822;993;28.987909;32.945
2395;3822;1002;28.987909;32.996208
2396;3822;1000;29.014765;32.945
2397;3822;993;29.014765;32.945
2398;3825;1002;28.987909;32.996208
2399;3822;993;28.987909;32.996208
2400;3822;1007;29.014765;32.996208
2401;3825;1000;29.014765;32.970634
2402;3825;1001;29.041651;32.970634
2403;3825;1000;29.041651;32.996208
2404;3825;993;29.041651;32.945
2405;3825;1000;29.068506;32.970634
2406;3825;999;29.014765;32.945
2407;3825;993;29.068506;32.970634
2408;3825;1006;29.068506;32.970634
2409;3825;1001;29.068506;32.970634
2410;3825;1000;29.068506;32.945
2411;3825;1000;29.068506;32.996208
2412;3825;1002;29.095331;32.970634
2413;3822;999;29.068506;32.945
2414;3822;999;29.095331;32.945
2415;3825;999;29.095331;32.970634
2416;3825;1002;29.122187;32.919395
2417;3825;1001;29.149012;32.945
2418;3825;1002;29.149012;32.945
2419;3825;1008;29.149012;32.945
2420;3825;999;29.122187;32.919395
2421;3827;1001;29.175837;32.893761
2422;3825;1007;29.175837;32.970634
2423;3825;1000;29.175837;32.945
2424;3825;1006;29.175837;32.919395
2425;3825;1000;29.175837;32.970634
2426;3825;1009;29.202631;32.996208
2427;3827;1006;29.175837;32.996208
2428;3827;1000;29.175837;32.996208
2429;3825;1007;29.175837;32.996208
2430;3825;1000;29.175837;32.970634
2431;3827;993;29.149012;32.945
2432;3827;995;29.149012;32.945
2433;3827;1000;29.149012;32.945
2434;3827;1001;29.149012;32.996208
2435;3827;1002;29.149012;32.996208
2436;3827;1000;29.122187;32.945
2437;3827;993;29.122187;32.919395
2438;3829;1000;29.149012;32.945
2439;3827;1001;29.175837;32.945
2440;3825;1000;29.149012;32.945
2441;3827;1001;29.149012;32.945
2442;3825;1002;29.122187;32.996208
2443;3827;1007;29.122187;32.970634
2444;3827;1001;29.122187;32.945
2445;3829;995;29.122187;32.945
2446;3827;1002;29.149012;32.996208
2447;3827;993;29.149012;32.996208
2448;3829;1000;29.149012;32.996208
2449;3829;1001;29.149012;32.970634
2450;3827;993;29.149012;32.945
2451;3829;1000;29.149012;32.970634
2452;3827;994;29.149012;32.945
2453;3829;993;29.149012;32.996208
2454;3827;1002;29.175837;32.996208
2455;3827;1007;29.149012;32.996208
2456;3827;993;29.149012;32.970634
2457;3829;993;29.122187;32.945
2458;3827;993;29.095331;32.945
2459;3827;1002;29.068506;32.919395
2460;3829;993;29.068506;32.868126
2461;3829;1002;29.068506;32.868126
2462;3827;993;29.095331;32.816856
2463;3829;1002;29.068506;32.868126
2464;3827;1001;29.068506;32.893761
2465;3829;1001;29.068506;32.868126
2466;3829;994;29.095331;32.893761
2467;3827;1001;29.122187;32.893761
2468;3829;1000;29.122187;32.893761
2469;3829;993;29.122187;32.868126
2470;3831;1009;29.122187;32.868126
2471;3829;1001;29.122187;32.893761
2472;3829;1001;29.122187;32.893761
2473;3829;994;29.068506;32.893761
2474;3827;1000;29.068506;32.919395
2475;3829;1001;29.095331;32.893761
2476;3831;1001;29.068506;32.868126
2477;3829;1000;29.014765;32.842491
2478;3829;993;29.014765;32.842491
2479;3829;993;28.961023;32.868126
2480;3829;1000;29.014765;32.868126
2481;3829;1000;29.014765;32.868126
2482;3829;994;29.068506;32.893761
2483;3829;1001;29.014765;32.919395
2484;3829;1000;29.041651;32.893761
2485;3829;993;29.068506;32.919395
2486;3829;1007;29.014765;32.919395
2487;3831;1000;29.068506;32.919395
2488;3831;1000;29.068506;32.893761
2489;3829;993;29.095331;32.919395
2490;3829;1001;29.095331;32.919395
2491;3831;1001;29.095331;32.919395
2492;3829;1001;29.068506;32.893761
2493;3831;1001;29.068506;32.842491
2494;3831;1006;29.014765;32.868126
2495;3831;999;29.041651;32.868126
2496;3831;1000;29.041651;32.842491
2497;3831;1000;29.041651;32.816856
2498;3831;1001;29.068506;32.816856
2499;3831;999;29.041651;32.842491
2500;3831;1007;29.068506;32.868126
2501;3831;1008;29.068506;32.893761
2502;3831;995;29.095331;32.868126
2503;3831;993;29.122187;32.893761
2504;3834;994;29.122187;32.919395
2505;3831;994;29.122187;32.893761
2506;3831;1000;29.122187;32.919395
2507;3831;1007;29.122187;32.893761
2508;3831;1007;29.122187;32.868126
2509;3834;999;29.095331;32.893761
2510;3831;1002;29.068506;32.919395
2511;3831;1000;29.095331;32.919395
2512;3831;1000;29.122187;32.919395
2513;3834;993;29.122187;32.919395
2514;3831;993;29.122187;32.893761
2515;3834;1000;29.122187;32.893761
2516;3834;999;29.095331;32.919395
2517;3834;1000;29.122187;32.842491
2518;3834;1007;29.095331;32.893761
2519;3834;1002;29.068506;32.893761
2520;3834;1001;29.122187;32.919395
2521;3834;1006;29.095331;32.893761
2522;3831;994;29.095331;32.893761
2523;3834;1001;29.068506;32.893761
2524;3834;1001;29.068506;32.893761
2525;3834;1000;29.095331;32.893761
2526;3834;994;29.095331;32.893761
2527;3834;1000;29.095331;32.868126
2528;3834;1002;29.095331;32.893761
2529;3834;1009;29.122187;32.919395
2530;3834;1000;29.149012;32.919395
2531;3834;1000;29.122187;32.893761
2532;3834;1000;29.122187;32.919395
2533;3834;1001;29.149012;32.868126
2534;3834;1006;29.122187;32.919395
2535;3836;1007;29.122187;32.893761
2536;3836;1001;29.122187;32.919395
2537;3836;993;29.122187;32.842491
2538;3836;993;29.095331;32.893761
2539;3836;1000;29.068506;32.816856
2540;3834;994;29.095331;32.765526
2541;3836;1000;29.068506;32.714226
2542;3834;1000;29.068506;32.765526
2543;3834;993;29.068506;32.765526
2544;3836;1009;29.122187;32.765526
2545;3834;1001;29.095331;32.791222
2546;3834;1000;29.095331;32.791222
2547;3834;993;29.095331;32.765526
2548;3836;999;29.068506;32.765526
2549;3838;1000;29.068506;32.816856
2550;3836;999;29.068506;32.842491
2551;3834;1002;29.122187;32.842491
2552;3836;1008;29.095331;32.868126
2553;3836;1008;29.122187;32.842491
2554;3838;993;29.122187;32.868126
2555;3836;1007;29.122187;32.893761
2556;3836;1000;29.149012;32.893761
2557;3836;1007;29.175837;32.893761
2558;3836;1006;29.175837;32.893761
2559;3838;1006;29.149012;32.868126
2560;3838;999;29.122187;32.842491
2561;3836;1006;29.175837;32.868126
2562;3838;1007;29.175837;32.893761
2563;3838;1006;29.149012;32.893761
2564;3840;999;29.149012;32.893761
2565;3838;1002;29.175837;32.893761
2566;3840;999;29.175837;32.868126
2567;3838;1007;29.202631;32.842491
2568;3838;1007;29.175837;32.893761
2569;3838;1006;29.202631;32.842491
2570;3838;999;29.202631;32.893761
2571;3838;999;29.175837;32.893761
2572;3838;1000;29.149012;32.893761
2573;3838;999;29.202631;32.893761
2574;3838;993;29.202631;32.919395
2575;3838;993;29.175837;32.919395
2576;3838;993;29.175837;32.893761
2577;3840;1000;29.175837;32.893761
2578;3840;999;29.175837;32.919395
2579;3840;1006;29.175837;32.919395
2580;3838;1007;29.149012;32.893761
2581;3840;999;29.149012;32.919395
2582;3840;999;29.149012;32.919395
2583;3838;999;29.149012;32.919395
2584;3838;1006;29.149012;32.919395
2585;3838;999;29.149012;32.893761
2586;3840;1006;29.175837;32.945
2587;3840;1006;29.175837;32.919395
2588;3838;999;29.175837;32.919395
2589;3840;999;29.175837;32.893761
2590;3838;999;29.175837;32.919395
2591;3838;999;29.175837;32.919395
2592;3840;999;29.175837;32.919395
2593;3840;1006;29.202631;32.919395
2594;3840;1006;29.229425;32.919395
2595;3840;1000;29.202631;32.893761
2596;3840;1000;29.229425;32.868126
2597;3840;1007;29.175837;32.893761
2598;3840;1007;29.149012;32.893761
2599;3840;1001;29.175837;32.893761
2600;3840;999;29.202631;32.919395
2601;3840;999;29.175837;32.893761
2602;3840;1006;29.175837;32.893761
2603;3843;1009;29.175837;32.893761
2604;3843;999;29.149012;32.919395
2605;3840;1001;29.149012;32.919395
2606;3843;1005;29.175837;32.893761
2607;3843;999;29.149012;32.919395
2608;3840;1001;29.149012;32.945
2609;3840;1001;29.175837;32.945
2610;3840;1000;29.175837;32.945
2611;3840;1007;29.175837;32.945
2612;3843;1008;29.175837;32.945
2613;3843;993;29.175837;32.919395
2614;3843;999;29.149012;32.893761
2615;3843;995;29.122187;32.893761
2616;3843;1009;29.175837;32.893761
2617;3843;1007;29.149012;32.893761
2618;3840;993;29.202631;32.945
2619;3843;1001;29.149012;32.919395
2620;3845;999;29.175837;32.919395
2621;3843;1001;29.122187;32.945
2622;3843;1006;29.122187;32.919395
2623;3843;1000;29.175837;32.945
2624;3843;1002;29.175837;32.945
2625;3843;1007;29.175837;32.970634
2626;3843;1006;29.175837;32.919395
2627;3843;1000;29.149012;32.945
2628;3843;993;29.202631;32.970634
2629;3845;999;29.202631;32.919395
2630;3843;999;29.149012;32.945
2631;3843;1001;29.175837;32.945
2632;3843;1000;29.175837;32.945
2633;3843;1000;29.202631;32.945
2634;3843;1000;29.175837;32.945
2635;3843;1000;29.175837;32.919395
2636;3845;1000;29.175837;32.945
2637;3845;1000;29.149012;32.945
2638;3843;993;29.149012;32.919395
2639;3843;1000;29.175837;32.893761
2640;3843;1000;29.202631;32.893761
2641;3843;1001;29.202631;32.919395
2642;3845;1001;29.202631;32.893761
2643;3845;993;29.202631;32.893761
2644;3845;994;29.229425;32.893761
2645;3845;1008;29.175837;32.893761
2646;3845;1002;29.229425;32.893761
2647;3845;993;29.202631;32.893761
2648;3847;999;29.175837;32.868126
2649;3845;993;29.149012;32.893761
2650;3845;1000;29.149012;32.893761
2651;3845;999;29.149012;32.893761
2652;3845;999;29.149012;32.868126
2653;3845;1005;29.149012;32.842491
2654;3845;1005;29.149012;32.791222
2655;3847;999;29.149012;32.816856
2656;3847;1001;29.175837;32.816856
2657;3847;1007;29.202631;32.868126
2658;3845;993;29.202631;32.868126
2659;3845;993;29.202631;32.842491
2660;3845;1000;29.175837;32.893761
2661;3847;1000;29.202631;32.893761
2662;3847;999;29.229425;32.868126
2663;3845;1000;29.229425;32.919395
2664;3847;1006;29.229425;32.893761
2665;3847;999;29.229425;32.919395
2666;3847;999;29.256189;32.919395
2667;3845;999;29.229425;32.919395
2668;3847;1000;29.256189;32.945
2669;3847;1001;29.229425;32.945
2670;3845;1000;29.256189;32.919395
2671;3845;993;29.229425;32.893761
2672;3849;1000;29.229425;32.868126
2673;3847;1006;29.149012;32.893761
2674;3847;1001;29.175837;32.893761
2675;3847;999;29.149012;32.893761
2676;3847;1000;29.175837;32.893761
2677;3847;1001;29.175837;32.893761
2678;3847;1000;29.175837;32.868126
2679;3849;993;29.175837;32.868126
2680;3849;993;29.149012;32.842491
2681;3847;1006;29.149012;32.893761
2682;3847;999;29.122187;32.893761
2683;3849;999;29.149012;32.893761
2684;3847;992;29.149012;32.842491
2685;3849;993;29.149012;32.868126
2686;3847;999;29.122187;32.893761
2687;3847;1007;29.149012;32.868126
2688;3847;999;29.149012;32.842491
2689;3847;1006;29.149012;32.868126
2690;3849;999;29.149012;32.791222
2691;3849;993;29.122187;32.842491
2692;3847;1001;29.122187;32.816856
2693;3849;1007;29.122187;32.868126
2694;3849;1001;29.149012;32.868126
2695;3847;993;29.149012;32.868126
2696;3849;1000;29.149012;32.868126
2697;3849;1000;29.122187;32.868126
2698;3849;1001;29.149012;32.919395
2699;3849;1006;29.149012;32.893761
2700;3849;999;29.175837;32.893761
2701;3849;1000;29.149012;32.893761
2702;3849;1006;29.175837;32.868126
2703;3852;1007;29.175837;32.893761
2704;3849;1001;29.175837;32.919395
2705;3852;999;29.149012;32.893761
2706;3852;1006;29.149012;32.893761
2707;3852;1009;29.149012;32.893761
2708;3852;1001;29.175837;32.893761
2709;3849;1000;29.202631;32.868126
2710;3852;993;29.202631;32.893761
2711;3849;1006;29.175837;32.919395
2712;3852;1006;29.175837;32.893761
2713;3852;999;29.175837;32.893761
2714;3852;999;29.175837;32.919395
2715;3852;1006;29.175837;32.893761
2716;3852;1006;29.175837;32.893761
2717;3852;1000;29.175837;32.893761
2718;3852;999;29.175837;32.893761
2719;3854;999;29.175837;32.868126
2720;3852;1007;29.175837;32.893761
2721;3852;999;29.229425;32.919395
2722;3852;999;29.175837;32.919395
2723;3852;1009;29.202631;32.919395
2724;3852;1007;29.229425;32.893761
2725;3852;1005;29.202631;32.919395
2726;3852;1000;29.202631;32.893761
2727;3854;999;29.175837;32.893761
2728;3852;1000;29.202631;32.893761
2729;3852;1007;29.202631;32.893761
2730;3852;1008;29.175837;32.842491
2731;3852;1008;29.175837;32.842491
2732;3852;1006;29.175837;32.816856
2733;3856;999;29.175837;32.791222
2734;3852;999;29.175837;32.816856
2735;3852;999;29.202631;32.765526
2736;3856;999;29.202631;32.791222
2737;3852;999;29.175837;32.739861
2738;3852;999;29.202631;32.791222
2739;3852;999;29.229425;32.791222
2740;3854;999;29.202631;32.816856
2741;3854;1000;29.202631;32.791222
2742;3856;1007;29.202631;32.816856
2743;3852;1006;29.175837;32.842491
2744;3854;1005;29.202631;32.842491
2745;3854;1005;29.229425;32.816856
2746;3852;1006;29.229425;32.842491
2747;3854;992;29.202631;32.842491
2748;3854;999;29.229425;32.868126
2749;3856;999;29.229425;32.868126
2750;3854;1007;29.256189;32.868126
2751;3854;1007;29.256189;32.842491
2752;3856;993;29.229425;32.816856
2753;3854;999;29.229425;32.816856
2754;3856;1000;29.229425;32.791222
2755;3856;1007;29.229425;32.791222
2756;3854;1005;29.256189;32.816856
2757;3854;1007;29.229425;32.842491
2758;3856;1006;29.256189;32.816856
2759;3856;999;29.256189;32.868126
2760;3856;994;29.256189;32.842491
2761;3856;1000;29.256189;32.893761
2762;3856;1000;29.282984;32.868126
2763;3856;998;29.282984;32.842491
2764;3854;999;29.256189;32.842491
2765;3856;999;29.282984;32.842491
2766;3856;1007;29.282984;32.893761
2767;3858;999;29.282984;32.868126
2768;3856;999;29.309748;32.868126
2769;3858;1001;29.282984;32.868126
2770;3856;1000;29.309748;32.842491
2771;3858;1001;29.282984;32.893761
2772;3858;993;29.309748;32.893761
2773;3858;1000;29.309748;32.868126
2774;3856;1001;29.336512;32.842491
2775;3858;1001;29.309748;32.868126
2776;3858;999;29.336512;32.868126
2777;3858;993;29.309748;32.893761
2778;3856;1000;29.336512;32.893761
2779;3856;1006;29.336512;32.868126
2780;3856;1007;29.336512;32.868126
2781;3858;992;29.309748;32.893761
2782;3858;1001;29.309748;32.893761
2783;3856;1006;29.309748;32.893761
2784;3856;1007;29.309748;32.893761
2785;3858;993;29.309748;32.868126
2786;3858;1007;29.336512;32.868126
2787;3858;1000;29.309748;32.893761
2788;3858;999;29.309748;32.868126
